Project	Language Code	Prefix	Edits	Editors	Pages	Bytes removed (30d)	Bytes added (30d)	Avg monthly edits	Avg monthly editors
Wikivoyage	syl	Wy/syl	3174	20	58622	-747	646	316	5
Wikipedia	sdc	Wp/sdc	18243	95	2706	-29	2442	9	5
Wikivoyage	hbs	Wy/hbs	3230	37	28148	-30136	254	56	5
Wikipedia	tdd	Wp/tdd	3138	39	214339	-29052	864	164	5
Wikipedia	jje	Wp/jje	4004	62	0	0	951	4	4
Wikibooks	syl	Wb/syl	2227	18	68097	-327	429	119	4
Wikipedia	cnr	Wp/cnr	12985	148	337	-361	2064	73	4
Wikipedia	vmf	Wp/vmf	5415	276	12638	-328	396	5	4
Wikipedia	rif	Wp/rif	3822	121	0	0	497	15	4
Wikipedia	bdr	Wp/bdr	2471	47	184675	-2434	991	91	4
Wikibooks	nia	Wb/nia	9207	40	12062	-454	2048	146	4
Wikipedia	khw	Wp/khw	27949	262	479	-13	10021	12	4
Wikipedia	chn	Wp/chn	3514	38	16821	-1390	346	574	4
Wikipedia	acm	Wp/acm	365	12	1491	-44	124	22	4
Wikiquote	ha	Wq/ha	5759	42	159918	-1527	990	256	4
Wikipedia	igl	Wp/igl	22505	82	0	0	722	99	4
Wikivoyage	diq	Wy/diq	8828	92	36	-93	1903	66	4
Wikinews	syl	Wn/syl	4782	24	132202	0	1057	120	4
Wiktionary	bto	Wt/bto	682	20	0	0	223	41	4
Wikipedia	ekp	Wp/ekp	10	4	478	0	5	8	3
Wikiquote	sw	Wq/sw	775	44	22	0	508	61	3
Wiktionary	tcy	Wt/tcy	7415	37	0	0	2613	19	3
Wikipedia	apc	Wp/apc	794	42	55	0	149	22	3
Wikipedia	nit	Wp/nit	2157	16	3450	-411	211	83	3
Wikipedia	iba	Wp/iba	905	46	644534	-8591	286	106	3
Wikinews	id	Wn/id	1345	76	129	0	351	10	3
Wikipedia	jax	Wp/jax	765	29	66	-467	143	21	3
Wikipedia	mag	Wp/mag	7328	13	2456038	-9184	3100	1073	3
Wikipedia	ann	Wp/ann	2592	42	7775	0	435	31	3
Wikinews	bn	Wn/bn	6789	65	165377	-68167	1564	319	3
Wikivoyage	ar	Wy/ar	7908	386	247	-44	1600	22	3
Wikipedia	kck	Wp/kck	1107	23	4877	-233	428	118	3
Wikinews	ka	Wn/ka	1891	37	69	-190	610	5	3
Wikiquote	sh	Wq/sh	255	14	0	-430	73	12	3
Wikipedia	mos	Wp/mos	23281	113	1338	-29	1427	32	3
Wikipedia	ojb	Wp/ojb	838	26	0	0	189	33	3
Wikipedia	wym	Wp/wym	1684	57	0	0	229	255	3
Wikipedia	ryu	Wp/ryu	10648	209	385	-44	2978	4	3
Wikipedia	grt	Wp/grt	9	3	0	0	3	9	3
Wikipedia	wal	Wp/wal	1257	15	0	0	621	7	2
Wikipedia	yua	Wp/yua	9281	196	1603	-5	1279	5	2
Wikiquote	chy	Wq/chy	17	8	0	0	3	4	2
Wikipedia	sip	Wp/sip	6	3	0	0	2	4	2
Wiktionary	ba	Wt/ba	4987	47	0	0	1537	2	2
Wikibooks	rue	Wb/rue	6	2	0	-1	2	5	2
Wikipedia	kpy	Wp/kpy	29	7	0	0	7	3	2
Wikinews	rue	Wn/rue	6	2	0	0	2	6	2
Wikipedia	aa	Wp/aa	287	72	86	0	49	40	2
Wikipedia	bto	Wp/bto	5180	63	21	0	1898	3	2
Wikiquote	si	Wq/si	1600	16	5579	-86	450	104	2
Wikipedia	kjh	Wp/kjh	12598	116	1080	0	2806	4	2
Wikipedia	lar	Wp/lar	3	2	0	0	2	3	2
Wikinews	vi	Wn/vi	4552	127	17107	-2	1130	4	2
Wikipedia	qwh	Wp/qwh	5043	60	41	0	807	3	2
Wikipedia	sdh	Wp/sdh	3605	62	0	0	929	8	2
Wikipedia	sro	Wp/sro	6676	25	4450	0	1195	17	2
Wikipedia	dar	Wp/dar	2749	66	0	0	526	16	2
Wikibooks	mnw	Wb/mnw	160	10	0	0	101	11	2
Wiktionary	sat	Wt/sat	10681	41	32	0	2136	2	2
Wikipedia	kyu	Wp/kyu	10	5	118	0	5	4	2
Wikivoyage	az	Wy/az	802	32	489	-23	134	2	2
Wikivoyage	hu	Wy/hu	809	36	634	-460	238	6	2
Wikipedia	aln	Wp/aln	592	51	0	0	130	2	2
Wikipedia	ojs	Wp/ojs	37	5	0	0	23	4	2
Wikipedia	xkv	Wp/xkv	132	11	0	0	54	11	2
Wikipedia	sas	Wp/sas	113	15	0	0	33	3	2
Wikipedia	snk	Wp/snk	2	2	0	0	2	2	2
Wikipedia	csn	Wp/csn	12	2	0	0	5	12	2
Wikiquote	pnb	Wq/pnb	6493	54	0	0	612	3	2
Wiktionary	knc	Wt/knc	194	4	166	0	44	63	2
Wikipedia	luo	Wp/luo	122	16	0	0	46	2	2
Wikivoyage	th	Wy/th	2529	59	25078	-13143	328	11	2
Wikipedia	ars	Wp/ars	7	2	0	0	5	7	2
Wikipedia	wls	Wp/wls	3607	44	86	-7	784	6	2
Wikipedia	blc	Wp/blc	915	14	0	0	171	144	2
Wikipedia	goh	Wp/goh	1297	35	0	0	351	256	2
Wikipedia	kai	Wp/kai	731	14	0	0	203	2	2
Wikibooks	skr	Wb/skr	714	29	0	0	140	4	2
Wikipedia	tun	Wp/tun	203	12	0	0	29	28	2
Wikipedia	arn	Wp/arn	4739	135	3801	-83	625	8	2
Wikiquote	ckb	Wq/ckb	260	14	0	0	62	5	2
Wikipedia	suz	Wp/suz	2	2	0	0	2	2	2
Wikipedia	hoc	Wp/hoc	446	36	15832	-244	116	13	2
Wikibooks	gom	Wb/gom	6	2	0	0	4	6	2
Wiktionary	ht	Wt/ht	1705	37	0	0	557	46	2
Wiktionary	mzn	Wt/mzn	129	17	0	0	69	2	2
Wiktionary	tyz	Wt/tyz	23	2	0	0	11	12	2
Wikivoyage	ca	Wy/ca	1862	74	42	0	134	4	2
Wikivoyage	ko	Wy/ko	3863	147	3673	-1115	476	11	2
Wikivoyage	si	Wy/si	954	11	32617	-1	297	59	2
Wikivoyage	yue	Wy/yue	391	40	0	0	134	5	2
Wikipedia	bgc	Wp/bgc	768	17	16561	0	617	4	2
Wikipedia	fvr	Wp/fvr	172	8	0	0	59	5	2
Wikibooks	cdo	Wb/cdo	228	8	0	0	78	23	2
Wiktionary	gil	Wt/gil	61	2	0	0	44	61	2
Wikipedia	mh	Wp/mh	589	64	0	0	124	2	2
Wikipedia	mrh	Wp/mrh	1077	22	0	0	366	57	2
Wikipedia	nog	Wp/nog	9674	66	0	0	1126	2	2
Wikipedia	yah	Wp/yah	38	12	0	0	20	2	2
Wiktionary	lrc	Wt/lrc	8	2	0	0	6	8	2
Wikipedia	oka	Wp/oka	265	13	0	0	77	2	2
Wikipedia	brh	Wp/brh	4582	68	0	0	1234	3	2
Wikipedia	cia	Wp/cia	13	2	0	0	8	13	2
Wikibooks	as	Wb/as	706	35	12	0	198	5	2
Wikipedia	ikt	Wp/ikt	70	2	0	0	50	70	2
Wikinews	ms	Wn/ms	3098	58	473117	-2557	832	179	2
Wikivoyage	gu	Wy/gu	61	10	0	0	19	5	2
Wikivoyage	ml	Wy/ml	1945	65	83	0	257	11	2
Wikipedia	tzm	Wp/tzm	5186	115	0	0	832	2	2
Wikipedia	wsg	Wp/wsg	1675	13	26747	-188	183	229	2
Wikiquote	grc	Wq/grc	409	19	0	0	56	48	2
Wikiquote	or	Wq/or	1804	42	0	0	266	4	2
Wiktionary	zea	Wt/zea	9773	53	104858	-304	3363	37	2
Wikivoyage	da	Wy/da	2961	64	512	-39	472	2	2
Wikivoyage	la	Wy/la	577	21	0	0	95	2	2
Wikipedia	ain	Wp/ain	1409	72	903	0	184	30	2
Wikipedia	bkm	Wp/bkm	7	2	0	0	1	7	2
Wikipedia	sla	Wp/sla	46	7	0	0	1	2	2
Wikipedia	cop	Wp/cop	9766	96	10948	-137	1721	102	2
Wiktionary	bew	Wt/bew	1393	16	102950	-619	684	147	2
Wikipedia	jpr	Wp/jpr	3	2	0	0	1	3	2
Wikipedia	krl	Wp/krl	9256	171	84	-65	2023	2	2
Wikipedia	lou	Wp/lou	191	5	1	0	60	27	2
Wikivoyage	co	Wy/co	65	8	12	0	12	4	2
Wikivoyage	kri	Wy/kri	34	2	80	-16	8	31	2
Wikipedia	pau	Wp/pau	228	18	0	0	47	11	2
Wikipedia	bgn	Wp/bgn	19484	153	1	0	7802	5	2
Wikipedia	yrl	Wp/yrl	731	41	2547	-1054	155	23	2
Wikibooks	ckb	Wb/ckb	16	9	0	0	4	6	2
Wikivoyage	pa	Wy/pa	91	9	1204	0	38	24	2
Wikivoyage	wym	Wy/wym	12	2	0	0	3	12	2
Wikibooks	bcl	Wb/bcl	231	13	40534	-435	95	16	2
Wikipedia	kiu	Wp/kiu	5252	93	0	0	1102	4	2
Wikipedia	kzp	Wp/kzp	176	8	0	0	41	10	2
Wikipedia	mak	Wp/mak	1547	39	24	-55	410	3	2
Wikipedia	aoa	Wp/aoa	7	2	0	0	2	7	2
Wikipedia	bcc	Wp/bcc	5117	94	21	-55	1932	10	2
Wikipedia	qug	Wp/qug	8455	70	0	0	1325	8	2
Wiktionary	chy	Wt/chy	86	2	0	0	60	43	2
Wikipedia	isk	Wp/isk	22	2	4076	0	16	19	2
Wikibooks	mni	Wb/mni	495	8	0	-3827	250	37	2
Wiktionary	lbe	Wt/lbe	2	2	0	0	2	2	2
Wikinews	cdo	Wn/cdo	6697	40	0	0	1065	6	2
Wikipedia	ase	Wp/ase	1583	37	21	0	361	2	2
Wikipedia	cho	Wp/cho	987	51	3094	0	128	24	2
Wikiquote	pa	Wq/pa	225	20	20	0	52	3	2
Wikibooks	ary	Wb/ary	5	2	0	0	2	5	2
Wiktionary	ce	Wt/ce	41	7	4558	-126	18	10	2
Wikibooks	syc	Wb/syc	18	5	0	0	3	2	2
Wikipedia	kum	Wp/kum	6709	81	128	0	838	6	2
Wikipedia	na	Wp/na	53592	1074	199	-22	2292	4	2
Wikivoyage	ta	Wy/ta	817	33	0	0	288	2	2
Wikipedia	arq	Wp/arq	26897	725	188	0	1329	4	2
Wikipedia	sli	Wp/sli	10589	131	15301	-2	1571	25	2
Wikipedia	cpx	Wp/cpx	5893	56	0	-63	2658	3	2
Wikiquote	ne	Wq/ne	3307	29	16984	-49	516	4	2
Wikiquote	tn	Wq/tn	122	10	0	0	46	4	2
Wikipedia	gju	Wp/gju	54	10	0	0	9	6	2
Wikibooks	ht	Wb/ht	25	6	0	0	10	3	2
Wiktionary	wym	Wt/wym	1022	8	1485	-44236	545	383	2
Wikinews	si	Wn/si	1193	28	3905	-6	375	94	2
Wikipedia	mxt	Wp/mxt	740	35	0	0	119	2	2
Wikipedia	ttt	Wp/ttt	322	24	0	0	108	15	2
Wikipedia	aqc	Wp/aqc	4	2	1494	0	3	1	1
Wikipedia	paw	Wp/paw	63	7	0	0	16	1	1
Wikipedia	bhb	Wp/bhb	7	4	0	0	3	1	1
Wikipedia	rkt	Wp/rkt	1721	11	0	0	529	59	1
Wikipedia	btz	Wp/btz	147	23	4	0	26	1	1
Wikipedia	cmn	Wp/cmn	65	27	0	0	3	1	1
Wikiquote	mt	Wq/mt	11	3	0	0	11	2	1
Wikipedia	surzh	Wp/surzh	99	18	0	0	1	1	1
Wikipedia	gcf	Wp/gcf	145	23	0	0	31	3	1
Wikipedia	ho	Wp/ho	134	29	0	0	54	1	1
Wikibooks	ga	Wb/ga	11	6	252	-520	3	1	1
Wiktionary	haw	Wt/haw	1206	14	0	0	470	1	1
Wiktionary	mus	Wt/mus	65	2	7226	-24	60	56	1
Wikinews	anp	Wn/anp	144	10	0	0	70	3	1
Wikipedia	lki	Wp/lki	7080	67	43	0	3259	4	1
Wikinews	hu	Wn/hu	7478	160	0	0	1150	1	1
Wikivoyage	bxr	Wy/bxr	4	2	0	0	2	2	1
Wikipedia	mis	Wp/mis	11	3	0	0	1	1	1
Wikivoyage	kk	Wy/kk	57	8	0	0	19	1	1
Wikipedia	mus	Wp/mus	159	33	4407	0	30	4	1
Wikivoyage	ryu	Wy/ryu	308	15	0	0	110	3	1
Wikipedia	tmz	Wp/tmz	8	3	0	0	1	1	1
Wikivoyage	yi	Wy/yi	16	4	0	0	5	2	1
Wikipedia	vai	Wp/vai	200	22	60096	-50122	71	6	1
Wikipedia	otq	Wp/otq	13	7	19	0	7	2	1
Wikipedia	yaq	Wp/yaq	50	10	0	0	10	1	1
Wikipedia	rej	Wp/rej	731	44	0	0	155	1	1
Wikiquote	azb	Wq/azb	686	17	0	0	294	6	1
Wikipedia	sgh	Wp/sgh	295	31	1238	0	99	8	1
Wikipedia	ckt	Wp/ckt	2804	75	0	0	577	2	1
Wikiquote	mnc	Wq/mnc	65	6	0	0	15	1	1
Wikipedia	stl	Wp/stl	56	6	0	0	29	1	1
Wikipedia	dng	Wp/dng	517	54	57	0	141	10	1
Wikipedia	tmr	Wp/tmr	959	26	12383	-387	157	10	1
Wikipedia	frs	Wp/frs	1153	13	0	0	195	2	1
Wikipedia	har	Wp/har	1	1	0	0	1	1	1
Wikibooks	bhi	Wb/bhi	6	4	0	0	3	1	1
Wiktionary	gcf	Wt/gcf	190	10	0	0	90	3	1
Wikipedia	jat	Wp/jat	412	7	0	0	125	2	1
Wikibooks	om	Wb/om	33	6	0	0	8	5	1
Wiktionary	mag	Wt/mag	42	2	236	0	18	12	1
Wikinews	af	Wn/af	301	17	0	0	134	1	1
Wiktionary	sn	Wt/sn	2847	7	39148	-976	1556	69	1
Wikinews	hi	Wn/hi	1092	53	0	0	270	2	1
Wikivoyage	bcl	Wy/bcl	42	8	0	0	19	5	1
Wikipedia	mgp	Wp/mgp	70	9	0	0	9	1	1
Wikinews	om	Wn/om	15	3	0	0	3	11	1
Wikivoyage	kaa	Wy/kaa	1	1	0	0	1	1	1
Wikipedia	mqm	Wp/mqm	1	1	0	0	1	1	1
Wikivoyage	ms	Wy/ms	287	23	2438	-1	93	1	1
Wikipedia	nod	Wp/nod	3503	56	6198	-345	615	5	1
Wikipedia	ulc	Wp/ulc	42	9	0	0	6	1	1
Wikipedia	ood	Wp/ood	162	13	0	0	21	1	1
Wikipedia	bci	Wp/bci	200	13	0	0	28	1	1
Wikipedia	xsr	Wp/xsr	9	3	0	0	3	1	1
Wikipedia	btd	Wp/btd	87	23	4	0	18	1	1
Wikiquote	ary	Wq/ary	2	2	0	0	2	1	1
Wikipedia	cjs	Wp/cjs	104	27	0	0	35	1	1
Wikiquote	khw	Wq/khw	42	8	0	0	16	6	1
Wikiquote	scn	Wq/scn	11	5	0	0	4	1	1
Wikipedia	tkr	Wp/tkr	39	17	0	0	9	1	1
Wikipedia	fkv	Wp/fkv	2866	53	10	-10	643	3	1
Wiktionary	alu	Wt/alu	1	1	0	0	1	1	1
Wikipedia	gyn	Wp/gyn	97	7	0	0	15	1	1
Wikibooks	ban	Wb/ban	8	4	0	0	6	1	1
Wiktionary	den	Wt/den	412	8	0	0	172	1	1
Wikipedia	ist	Wp/ist	117	19	0	0	26	1	1
Wiktionary	lfn	Wt/lfn	546	12	0	0	130	1	1
Wikipedia	kio	Wp/kio	22	8	0	0	6	1	1
Wikibooks	yi	Wb/yi	101	8	0	0	15	6	1
Wikinews	ee	Wn/ee	4	2	0	0	1	1	1
Wikipedia	lzz	Wp/lzz	2442	59	0	0	798	1	1
Wikinews	nap	Wn/nap	87	9	0	0	25	4	1
Wikipedia	moh	Wp/moh	227	17	0	0	45	1	1
Wikinews	tr	Wn/tr	121	14	44	0	52	1	1
Wikivoyage	mnc	Wy/mnc	7	4	0	0	1	1	1
Wikivoyage	uz	Wy/uz	188	18	0	0	60	1	1
Wikipedia	bbc	Wp/bbc	28	13	0	0	3	2	1
Wikipedia	pst	Wp/pst	17	7	0	0	1	1	1
Wikipedia	bph	Wp/bph	10	5	0	0	4	1	1
Wikiquote	aa	Wq/aa	4	1	0	0	3	4	1
Wikipedia	chp	Wp/chp	28	9	0	0	7	1	1
Wikiquote	jv	Wq/jv	265	15	0	0	171	1	1
Wikipedia	tig	Wp/tig	330	6	0	0	79	4	1
Wikipedia	ett	Wp/ett	10	5	0	0	1	1	1
Wikiquote	yue	Wq/yue	1266	40	11	0	427	5	1
Wikipedia	gvr	Wp/gvr	20	8	0	0	6	1	1
Wikibooks	arz	Wb/arz	38	8	0	0	5	1	1
Wiktionary	chn	Wt/chn	6	3	0	0	2	1	1
Wikipedia	ii	Wp/ii	2799	74	0	-81	910	4	1
Wikibooks	mh	Wb/mh	1	1	0	0	1	1	1
Wiktionary	rgn	Wt/rgn	38	8	0	0	15	1	1
Wikinews	bjn	Wn/bjn	14	5	0	0	9	1	1
Wikivoyage	af	Wy/af	141	7	48	0	80	1	1
Wikinews	mni	Wn/mni	140	9	0	0	40	1	1
Wikivoyage	fit	Wy/fit	8	3	0	0	3	1	1
Wikipedia	mnp	Wp/mnp	1037	34	0	-3	368	2	1
Wikinews	tg	Wn/tg	803	18	0	0	419	1	1
Wikivoyage	lv	Wy/lv	1376	29	0	-71	319	1	1
Wikipedia	nd	Wp/nd	374	40	43	0	84	3	1
Wikipedia	akk	Wp/akk	36	7	0	0	7	1	1
Wikipedia	tyz	Wp/tyz	197	5	0	0	43	10	1
Wikipedia	oac	Wp/oac	23	8	0	0	8	1	1
Wikipedia	phr	Wp/phr	246	18	0	0	63	59	1
Wikipedia	zmi	Wp/zmi	24	4	1558	0	5	1	1
Wikipedia	chb	Wp/chb	483	9	327	0	69	34	1
Wikipedia	slr	Wp/slr	1341	80	38	0	418	2	1
Wikipedia	crd	Wp/crd	61	11	0	0	12	1	1
Wikiquote	olo	Wq/olo	1	1	0	0	1	1	1
Wikipedia	tab	Wp/tab	99	32	0	0	16	1	1
Wikipedia	ess	Wp/ess	223	38	0	0	76	1	1
Wikiquote	tt	Wq/tt	2226	38	1384	-19	342	6	1
Wikibooks	agx	Wb/agx	1	1	0	0	1	1	1
Wiktionary	cbk	Wt/cbk	330	7	0	0	109	2	1
Wikibooks	khw	Wb/khw	17	7	0	0	10	4	1
Wiktionary	kab	Wt/kab	1208	36	0	0	461	3	1
Wiktionary	pms	Wt/pms	9609	32	1078	0	2756	3	1
Wikipedia	ksk	Wp/ksk	26	9	0	0	7	1	1
Wikinews	bcc	Wn/bcc	39	10	0	0	18	1	1
Wiktionary	xkv	Wt/xkv	4	2	0	0	1	3	1
Wikipedia	ltc	Wp/ltc	8	6	0	0	1	1	1
Wikinews	km	Wn/km	3	2	0	0	1	1	1
Wikivoyage	cy	Wy/cy	131	14	0	0	25	1	1
Wikipedia	mjy	Wp/mjy	73	5	0	0	18	1	1
Wikinews	skr	Wn/skr	226	20	7361	-2	79	1	1
Wikivoyage	ky	Wy/ky	55	8	0	0	12	6	1
Wikipedia	myr	Wp/myr	9	3	0	0	3	3	1
Wikipedia	aii	Wp/aii	61	10	0	0	12	1	1
Wikivoyage	su	Wy/su	86	8	0	0	35	3	1
Wikipedia	nxq	Wp/nxq	4	2	0	0	2	1	1
Wikipedia	was	Wp/was	74	14	0	0	17	1	1
Wikipedia	pcc	Wp/pcc	34	13	0	0	8	3	1
Wikipedia	bhh	Wp/bhh	109	12	0	0	32	11	1
Wikipedia	yuc	Wp/yuc	16	7	0	0	5	1	1
Wikipedia	rmc	Wp/rmc	7112	35	27923	0	1788	2	1
Wikipedia	bzj	Wp/bzj	746	18	0	0	242	8	1
Wikipedia	sjd	Wp/sjd	1613	51	28075	-392	313	4	1
Wikiquote	my	Wq/my	337	12	0	0	114	2	1
Wikipedia	elm	Wp/elm	26	7	0	0	8	1	1
Wikipedia	gdo	Wp/gdo	218	19	0	0	72	7	1
Wiktionary	ban	Wt/ban	2720	52	0	0	1003	10	1
Wikipedia	jpn	Wp/jpn	82	21	0	0	2	1	1
Wikibooks	sat	Wb/sat	30	6	0	0	12	1	1
Wikinews	arz	Wn/arz	2	2	0	0	2	1	1
Wikipedia	lkt	Wp/lkt	1467	68	4	0	321	1	1
Wikipedia	mjd	Wp/mjd	103	11	0	0	18	1	1
Wikinews	sah	Wn/sah	135	8	0	0	31	1	1
Wikipedia	mvf	Wp/mvf	643	43	0	0	106	2	1
Wikipedia	aae	Wp/aae	1377	14	646	-284	372	12	1
Wikipedia	trw	Wp/trw	43	8	0	0	14	1	1
Wikipedia	apj	Wp/apj	30	8	0	0	7	1	1
Wikipedia	pal	Wp/pal	8	4	0	0	1	1	1
Wikipedia	yrk	Wp/yrk	850	67	0	0	138	1	1
Wikipedia	bts	Wp/bts	11	4	69	-65	3	1	1
Wikiquote	ba	Wq/ba	862	22	0	0	38	3	1
Wikipedia	sgy	Wp/sgy	6	1	229	0	5	6	1
Wikipedia	cku	Wp/cku	45	9	0	0	11	1	1
Wikiquote	mni	Wq/mni	48	8	0	0	10	5	1
Wikipedia	sto	Wp/sto	24	6	0	0	7	1	1
Wikiquote	sn	Wq/sn	133	3	354	0	51	14	1
Wiktionary	av	Wt/av	72	15	0	0	24	1	1
Wikipedia	hil	Wp/hil	8218	78	21	0	2143	1	1
Wikibooks	or	Wb/or	308	15	0	0	6	2	1
Wiktionary	mh	Wt/mh	1573	7	312	0	672	13	1
Wikipedia	kjj	Wp/kjj	618	26	0	0	110	1	1
Wikinews	am	Wn/am	21	7	0	0	3	2	1
Wikipedia	lif	Wp/lif	141	21	25	0	20	1	1
Wikinews	hnd	Wn/hnd	14	5	0	0	4	1	1
Wikivoyage	be	Wy/be	399	30	0	0	95	2	1
Wikinews	or	Wn/or	92	8	0	0	31	5	1
Wikivoyage	ki	Wy/ki	8	3	0	0	3	6	1
Wikinews	wuu	Wn/wuu	60	9	0	0	18	1	1
Wikivoyage	ne	Wy/ne	215	18	0	0	42	2	1
Wikipedia	uln	Wp/uln	45	8	0	0	10	2	1
Wikipedia	osi	Wp/osi	929	79	0	0	269	1	1
Wikipedia	qxq	Wp/qxq	171	27	0	0	52	1	1
Wikipedia	btj	Wp/btj	3	2	0	0	1	1	1
Wikiquote	ast	Wq/ast	257	26	0	0	42	5	1
Wikipedia	sel	Wp/sel	519	30	0	0	140	17	1
Wikipedia	cjy	Wp/cjy	303	22	0	0	150	2	1
Wikiquote	knc	Wq/knc	17	4	0	0	1	2	1
Wikipedia	ssf	Wp/ssf	3118	57	0	0	1450	1	1
Wikiquote	sd	Wq/sd	30	9	0	0	9	2	1
Wikipedia	tli	Wp/tli	119	7	0	0	55	2	1
Wikipedia	fla	Wp/fla	311	18	0	0	38	1	1
Wiktionary	aqc	Wt/aqc	1	1	0	0	1	1	1
Wikipedia	haa	Wp/haa	7	2	309	0	6	1	1
Wikibooks	bcc	Wb/bcc	14	6	0	0	5	1	1
Wiktionary	dng	Wt/dng	1	1	0	0	1	1	1
Wikipedia	kip	Wp/kip	1420	18	0	0	158	1	1
Wikibooks	yo	Wb/yo	7	4	0	0	5	1	1
Wiktionary	sgh	Wt/sgh	2	1	0	0	1	2	1
Wikipedia	kzg	Wp/kzg	14	8	0	0	5	1	1
Wikinews	fur	Wn/fur	6	3	0	0	3	3	1
Wikivoyage	azb	Wy/azb	1622	25	7	0	733	6	1
Wikinews	ne	Wn/ne	853	26	0	0	194	2	1
Wikivoyage	hy	Wy/hy	627	56	50	0	160	3	1
Wikipedia	mor	Wp/mor	4	2	241	0	3	1	1
Wikinews	ur	Wn/ur	8886	32	0	0	4007	1	1
Wikivoyage	mni	Wy/mni	34	10	0	0	11	1	1
Wikipedia	niv	Wp/niv	59	24	0	0	8	1	1
Wikivoyage	wuu	Wy/wuu	466	21	0	0	78	1	1
Wikipedia	bca	Wp/bca	1452	7	0	-164	900	1	1
Wikipedia	xmm	Wp/xmm	457	26	0	0	126	2	1
Wikipedia	pzh	Wp/pzh	2808	21	0	0	563	2	1
Wikiquote	ain	Wq/ain	11	4	0	0	3	3	1
Wikipedia	saz	Wp/saz	51	19	0	0	15	1	1
Wikiquote	kaa	Wq/kaa	4	3	0	0	3	1	1
Wikipedia	srb	Wp/srb	15	6	0	0	7	1	1
Wikipedia	ctc	Wp/ctc	120	15	0	0	23	1	1
Wikiquote	ps	Wq/ps	368	30	0	0	147	4	1
Wikipedia	tin	Wp/tin	33	20	0	0	9	1	1
Wikipedia	eve	Wp/eve	83	17	0	0	8	1	1
Wiktionary	ace	Wt/ace	45	15	0	0	10	1	1
Wikipedia	gwc	Wp/gwc	15	8	0	0	5	1	1
Wiktionary	cho	Wt/cho	2	1	0	0	2	2	1
Wikibooks	mnc	Wb/mnc	114	7	0	0	38	9	1
Wiktionary	kri	Wt/kri	24	2	0	0	13	8	1
Wikibooks	uz	Wb/uz	35	16	0	0	14	1	1
Wiktionary	rm	Wt/rm	24	6	0	0	16	2	1
Wikipedia	kut	Wp/kut	214	7	0	0	52	1	1
Wikipedia	lus	Wp/lus	3671	82	38	0	755	1	1
Wikipedia	mns	Wp/mns	694	32	0	0	130	1	1
Wikinews	th	Wn/th	1206	46	0	0	450	11	1
Wikipedia	nia	Wp/nia	10	6	0	0	1	2	1
Wikipedia	akz	Wp/akz	13852	50	0	0	2644	1	1
Wikivoyage	tt	Wy/tt	310	18	0	0	106	4	1
Wikipedia	oj	Wp/oj	14	5	0	0	2	1	1
Wikipedia	asb	Wp/asb	136	10	0	0	27	1	1
Wikipedia	bno	Wp/bno	12	4	0	0	8	4	1
Wikipedia	zun	Wp/zun	19	11	0	0	7	1	1
Wikipedia	rut	Wp/rut	101	25	0	0	14	1	1
